#       180
        0.0000000000	         0	         0
        0.0000000000	         0	         1
        0.0000000000	         0	         2
       -0.0000000000	         0	         3
        0.0000050000	         0	         4
        0.0000000000	         0	         5
        0.0000000000	         0	         6
        0.0000000000	         0	         7
        0.0000000000	         0	        11
        0.0000000000	         0	        12
        0.0000000000	         0	        15
        0.0000000000	         0	        16
        0.0000000000	         0	        17
        0.0000000000	         0	        21
        0.0000000000	         1	        22
        0.0000000000	         1	        26
        0.0000000000	         1	        27
        0.0000000000	         1	        31
        0.0000000000	         1	        32
        0.0000000000	         1	        36
        0.0000000000	         1	        37
        0.0000000000	         1	        41
        0.0000000000	         1	        42
        0.0000000000	         1	        46
        0.0000000000	         1	        47
        0.0000000000	         2	        51
        0.0000000000	         2	        52
        0.0000000000	         2	        56
        0.0000000000	         2	        57
        0.0000000000	         2	        60
        0.0000000000	         2	        61
        0.0050000000	         2	         1
       -0.0000000000	         2	         3
        0.0000050000	         2	         4
        0.0000000000	         2	         5
        0.0000000000	         2	         6
        0.0000000000	         2	         7
        0.0000000000	         2	        15
        0.0000000000	         2	        16
        0.0000000000	         2	        17
        0.0000000000	         2	        60
       -0.0000000000	         2	        61
        0.0050000000	         4	         2
       -0.0452250000	         4	         3
        0.0000000000	         4	         5
        0.0000000000	         4	         6
        0.0000000000	         5	         7
        0.0000000000	         5	        15
        0.0000000000	         5	        16
        0.0000000000	         5	        17
        0.0000000000	         5	        60
       -0.0000000000	         5	        61
        0.0000000000	         5	         2
        0.0000001000	         5	         4
        0.0000000000	         5	         7
        0.0000005000	         5	         9
        0.0000000000	         5	        17
        0.0000005000	         5	        19
        0.0000000000	         5	        62
        0.0050000000	         5	         3
        0.0000000000	         5	         8
        0.0000000000	         6	        18
        0.0000000000	         6	        63
        0.0000000000	         6	         0
       -0.0000000000	         6	         1
        0.0000000000	         6	         2
        1.0000000000	         6	         5
       -0.0000000000	         6	         8
        0.0000050000	         6	         9
        0.0000000000	         6	        10
        0.0000000000	         6	        11
        0.0000000000	         6	        12
        0.0000000000	         6	        20
        0.0000000000	         6	        21
        0.0000000000	         6	        22
        0.0000001000	         6	        64
        0.0000000000	         7	        65
        0.0000000000	         7	        66
        0.0000000000	         7	         0
       -0.0000000000	         7	         1
        0.0000000000	         7	         2
       -0.0000050000	         7	         4
        1.0000000000	         7	         6
       -0.0000000000	         7	         8
        0.0000050000	         7	         9
        0.0000000000	         7	        10
        0.0000000000	         7	        11
        0.0000000000	         7	        12
        0.0000000000	         7	        20
        0.0000000000	         7	        21
        0.0000000000	         7	        22
        0.0000000000	         7	        65
       -0.0000000000	         7	        66
        0.0000000000	         7	         0
       -0.0000000000	         7	         1
        0.0000000000	         7	         2
        1.0000000000	         7	         7
       -0.0452250000	         7	         8
        0.0000000000	         7	        10
        0.0000000000	         7	        11
        0.0000000000	         7	        12
        0.0000000000	         7	        20
        0.0000000000	         7	        21
        0.0000000000	         7	        22
        0.0000000000	         7	        65
       -0.0000000000	         7	        66
        0.0000000000	         7	         1
        0.0000000000	         9	         2
       -0.0000005000	         9	         4
        0.0000000000	         9	         6
        0.0000000000	         9	         7
       -0.0000004000	         9	         9
        0.0000000000	        10	        11
        0.0000000000	        10	        12
        0.0000005000	        10	        14
       -0.0000000000	        10	        16
       -0.0000000000	        10	        19
        0.0000000000	        10	        21
        0.0000000000	        10	        22
        0.0000005000	        10	        24
       -0.0000000000	        10	        61
        0.0000000000	        10	        64
        0.0000000000	        10	        66
        0.0000000000	        10	        67
