0.1600000000	0.2100000000	0.0100000000	0.0000000376
0.1600000000	0.2100000000	0.0200000000	0.0000000437
0.1600000000	0.2100000000	0.0300000000	0.0000000468
0.1600000000	0.2100000000	0.0400000000	0.0000000486
0.1600000000	0.2100000000	0.0500000000	0.0000000499
0.1600000000	0.2100000000	0.0600000000	0.0000000508
0.1600000000	0.2100000000	0.0700000000	0.0000000514
0.1600000000	0.2100000000	0.0800000000	0.0000000519
0.1600000000	0.2100000000	0.0900000000	0.0000000523
0.1600000000	0.2100000000	0.1000000000	0.0000000527
0.1600000000	0.2100000000	0.1100000000	0.0000000529
0.1600000000	0.2100000000	0.1200000000	0.0000000532
0.1600000000	0.2100000000	0.1300000000	0.0000000534
0.1600000000	0.2100000000	0.1400000000	0.0000000536
0.1600000000	0.2100000000	0.1500000000	0.0000000537
0.1600000000	0.2100000000	0.1600000000	0.0000000539
0.1600000000	0.2100000000	0.1700000000	0.0000000540
0.1600000000	0.2100000000	0.1800000000	0.0000000541
0.1600000000	0.2100000000	0.1900000000	0.0000000542
0.1600000000	0.2100000000	0.2000000000	0.0000000543
0.1600000000	0.2100000000	0.2100000000	0.0000000543
0.1600000000	0.2100000000	0.2200000000	0.0000000544
0.1600000000	0.2100000000	0.2300000000	0.0000000545
0.1600000000	0.2100000000	0.2400000000	0.0000000545
0.1600000000	0.2100000000	0.2500000000	0.0000000546
0.1600000000	0.2100000000	0.2600000000	0.0000000547
0.1600000000	0.2100000000	0.2700000000	0.0000000547
0.1600000000	0.2100000000	0.2800000000	0.0000000547
0.1600000000	0.2100000000	0.2900000000	0.0000000548
0.1600000000	0.2100000000	0.3000000000	0.0000000548
0.1600000000	0.2100000000	0.3100000000	0.0000000549
0.1600000000	0.2100000000	0.3200000000	0.0000000549
0.1600000000	0.2100000000	0.3300000000	0.0000000549
0.1600000000	0.2100000000	0.3400000000	0.0000000550
0.1600000000	0.2100000000	0.3500000000	0.0000000550
0.1600000000	0.2100000000	0.3600000000	0.0000000550
0.1600000000	0.2100000000	0.3700000000	0.0000000551
0.1600000000	0.2100000000	0.3800000000	0.0000000551
0.1600000000	0.2100000000	0.3900000000	0.0000000551
0.1600000000	0.2100000000	0.4000000000	0.0000000551
0.1600000000	0.2100000000	0.4100000000	0.0000000551
0.1600000000	0.2100000000	0.4200000000	0.0000000552
0.1600000000	0.2100000000	0.4300000000	0.0000000552
0.1600000000	0.2100000000	0.4400000000	0.0000000552
0.1600000000	0.2100000000	0.4500000000	0.0000000552
0.1600000000	0.2100000000	0.4600000000	0.0000000552
0.1600000000	0.2100000000	0.4700000000	0.0000000553
0.1600000000	0.2100000000	0.4800000000	0.0000000553
0.1600000000	0.2100000000	0.4900000000	0.0000000553
0.1600000000	0.2100000000	0.5000000000	0.0000000553
0.1600000000	0.2100000000	0.5100000000	0.0000000553
0.1600000000	0.2100000000	0.5200000000	0.0000000553
0.1600000000	0.2100000000	0.5300000000	0.0000000553
0.1600000000	0.2100000000	0.5400000000	0.0000000554
0.1600000000	0.2100000000	0.5500000000	0.0000000554
0.1600000000	0.2100000000	0.5600000000	0.0000000554
